genes,symbol,HNSC_logFC,HNSC_AveExpr,HNSC_t,HNSC_P.Value,HNSC_adj.P.Val,HNSC_B,HNSC_stdev,KIRP_logFC,KIRP_AveExpr,KIRP_t,KIRP_P.Value,KIRP_adj.P.Val,KIRP_B,KIRP_stdev,LIHC_logFC,LIHC_AveExpr,LIHC_t,LIHC_P.Value,LIHC_adj.P.Val,LIHC_B,LIHC_stdev
ENSG00000006757.12,PNPLA4,-0.336139034,3.788129785,-0.997573544,0.319418854,0.510250558,-5.56448226,0.537680408,0.209480576,4.470339395,0.543799293,0.588733568,0.93057001,-4.906095157,0.398170074,-0.214624211,3.775034349,-1.159590287,0.247582156,0.398841341,-5.526554368,0.252647114
ENSG00000006831.10,ADIPOR2,-0.560379457,5.971657235,-1.43000721,0.153922189,0.351461084,-5.205633726,0.663241186,-0.053936358,5.188238762,-0.155998478,0.876594035,0.979750193,-4.996507781,0.838212481,-0.603740711,5.821854686,-2.320341389,0.021319106,0.075874697,-3.658285634,0.356141557
ENSG00000007047.15,MARK4,-0.343682679,4.613114013,-1.036149294,0.301100562,0.494789568,-5.59876193,0.383049813,-0.21903747,4.128166358,-0.817654895,0.417012363,0.911241318,-4.793519569,0.790232413,-0.041675353,4.105968047,-0.176067238,0.860417203,0.912960584,-6.180519338,0.281128882
ENSG00000007080.11,CCDC124,0.487152514,6.990954167,1.631378091,0.104027933,0.291802339,-4.940537178,0.465481648,0.210959894,6.700226148,0.782409048,0.437263273,0.911241318,-4.844703554,0.419702967,0.452852056,6.466509202,1.944464164,0.053225677,0.138468475,-4.403667421,0.30689422
ENSG00000007168.14,PAFAH1B1,-0.746386973,5.1020014,-2.606113773,0.009688811,0.114698201,-2.920918346,0.499982799,0.004388897,4.565972844,0.010806037,0.991416522,0.99833714,-4.988990806,0.381477166,-0.572645992,3.331895914,-2.671449621,0.008167323,0.040687272,-2.762231568,0.408567945
ENSG00000007202.15,KIAA0100,-0.276803477,5.441211702,-0.733721494,0.463783264,0.634990077,-5.915624717,0.386858749,0.012841682,5.251208273,0.036049504,0.971370813,0.996754091,-5.004488178,0.406524433,-0.233280404,3.956948063,-0.850097016,0.396275902,0.551954964,-5.835659275,0.2828543
ENSG00000007216.15,SLC13A2,-0.041608227,-0.386098121,-0.07875861,0.937285543,0.961124048,-5.629947522,0.381224435,-0.158943125,1.189102298,-0.169156846,0.866281535,0.979414182,-4.717837136,0.400957175,-0.798766083,0.635947503,-1.293244168,0.19740112,0.342006132,-4.788389916,0.398382845
ENSG00000007255.10,TRAPPC6A,-0.404886667,5.214890424,-0.665165632,0.506537433,0.669947857,-5.940980478,0.629221511,0.359239254,6.484549414,1.347457183,0.1832483,0.911241318,-4.503064603,0.388456825,0.167126104,6.359228467,0.635662653,0.525714582,0.666998512,-6.021636234,0.268271409
ENSG00000007376.8,RPUSD1,-0.279770414,5.275728745,-0.895103847,0.371564081,0.557459767,-5.78035338,0.667879995,-0.085879474,4.715923949,-0.28694348,0.775212414,0.963731562,-4.96965524,0.38467276,0.135640745,4.028104112,0.569094976,0.569922843,0.701520699,-6.039094346,0.269258341
ENSG00000007384.15,RHBDF1,-1.052828114,4.491617023,-2.895832585,0.00410488,0.08628672,-2.135297903,0.612919707,0.400999126,4.647312645,1.048934294,0.298704835,0.911241318,-4.690283777,0.396272809,-0.261151579,2.547535139,-0.858107053,0.39184865,0.548284161,-5.647566635,0.435228582
ENSG00000007392.17,LUC7L,-0.291176605,3.752773632,-0.712359912,0.476884242,0.646076817,-5.796278518,0.409692042,-0.079832645,4.346646628,-0.159531235,0.873823146,0.979414182,-4.974446318,0.416021528,-0.054390101,2.970482561,-0.234805682,0.814596997,0.883330439,-6.084291027,0.255869202
ENSG00000007516.14,BAIAP3,-0.073231073,1.039788448,-0.12897793,0.897475382,0.937180206,-5.691346423,0.53493235,0.427787978,2.19332069,0.564632312,0.574573968,0.928777943,-4.756370217,0.390622942,-0.258808911,2.145220915,-0.760653002,0.447749819,0.599286019,-5.600488196,0.296406656
ENSG00000007520.4,TSR3,0.183777869,6.627079837,0.671898219,0.502248396,0.66631785,-5.996015791,0.523859591,0.280114748,6.514558083,1.042639026,0.301586383,0.911241318,-4.707951917,0.430854548,0.294576257,6.113965864,1.460456438,0.145715626,0.277144743,-5.195423258,0.271506547
ENSG00000007541.17,PIGQ,-0.367638676,3.67852055,-0.997448481,0.31947941,0.510250558,-5.548392481,0.425018918,0.524999666,4.763419551,1.759034271,0.08402286,0.911241318,-4.160469561,0.383823757,0.156236468,3.422515651,0.720214266,0.472224219,0.620460017,-5.910988762,0.409275497
ENSG00000007866.22,TEAD3,-0.912959625,5.890446894,-2.483568472,0.013641641,0.128599671,-3.242072979,0.390236881,-0.535385555,4.230976692,-1.16922178,0.247256681,0.911241318,-4.610059242,0.520029904,-0.603064554,4.203418865,-2.106330737,0.036408298,0.108205086,-4.072130161,0.365163939
ENSG00000007923.16,DNAJC11,-0.932180128,4.401607991,-2.224239955,0.026996159,0.163121579,-3.726405804,0.393606998,0.132597905,4.199693396,0.298450749,0.766461466,0.962133186,-4.954022701,0.419153317,-1.297043021,3.227266488,-3.416672504,0.000766169,0.011394725,-0.641610397,0.374563032
ENSG00000007933.13,FMO3,-1.65603751,1.681846897,-1.445078525,0.149646662,0.347211736,-4.74946162,0.405928348,-1.396143978,1.673032285,-1.549208792,0.126953067,0.911241318,-4.457539763,0.534267337,-1.081068615,7.631475052,-1.87461682,0.062286353,0.154151489,-4.518842389,0.266349555
ENSG00000007944.15,MYLIP,-0.996913234,4.41753435,-1.267313937,0.206183267,0.405816996,-5.289749264,0.51821821,-0.17594392,4.811590928,-0.325593478,0.745942864,0.95894834,-4.964862507,0.55284689,-0.883107778,2.522687848,-2.177816353,0.030576138,0.095976293,-3.698039013,0.255443524
ENSG00000008018.9,PSMB1,0.603936697,8.012727083,2.095100828,0.037135028,0.184725426,-4.114388682,0.421467755,0.230580507,7.305369508,0.906316409,0.368643478,0.911241318,-4.787154559,0.556697467,0.320341057,7.459360351,1.523698545,0.129145386,0.255097492,-5.069650428,0.289039647
ENSG00000008083.14,JARID2,-0.97775239,5.024230159,-1.975281082,0.049299751,0.208337296,-4.257905472,0.390695522,-0.750474327,2.764839028,-1.666866599,0.101113175,0.911241318,-4.315218954,0.422921977,-0.447132087,2.511943745,-1.477625713,0.141062788,0.270840554,-4.932203202,0.262934216
ENSG00000008130.15,NADK,-0.255559814,5.05852846,-0.955856455,0.340037588,0.529444969,-5.714720675,0.496619288,-0.281003622,4.662177024,-0.845323036,0.401520275,0.911241318,-4.792862647,0.386320654,-0.938434987,5.046362971,-3.767367882,0.000216319,0.006400299,0.401051454,0.457470116
ENSG00000008256.16,CYTH3,-1.344751348,4.238602107,-2.496453364,0.013167386,0.127050216,-3.09329162,0.436707028,-0.084392557,3.79935409,-0.204214542,0.838924649,0.975950347,-4.947993327,0.376971688,-1.098583489,2.407174395,-2.804686097,0.005527511,0.031882253,-2.279854806,0.253183354
ENSG00000008282.9,SYPL1,-0.319161879,7.697573396,-0.784151829,0.433668803,0.60892152,-5.921672104,0.462849425,-0.255604897,7.12186292,-0.713448515,0.47852486,0.912182167,-4.876217118,0.437213186,-0.851978725,6.360077908,-3.8763912,0.000143238,0.00550506,0.769967776,0.253129716
ENSG00000008283.16,CYB561,-0.244146924,5.813653679,-0.772285871,0.440650452,0.615436725,-5.90346753,0.710376173,-0.109596711,5.670503752,-0.308885461,0.758552496,0.961244797,-4.982948462,0.450977622,0.071192308,3.641916975,0.151346323,0.879853311,0.927453293,-6.16256915,0.276673356
ENSG00000008294.21,SPAG9,-0.731586908,4.87341126,-1.686910956,0.092826512,0.278697184,-4.759286976,0.456500058,-0.416080234,5.024471837,-0.911671799,0.365841219,0.911241318,-4.766073509,0.394433907,-0.783753402,3.534035526,-2.880833922,0.004393642,0.027994772,-2.230969118,0.360757575
ENSG00000008311.15,AASS,-1.510950804,2.377659631,-2.153242225,0.032224603,0.173903709,-3.660095289,0.443763353,0.170427246,3.040784328,0.390422368,0.697702355,0.948095546,-4.875455321,0.383121599,-0.401822907,3.7909741,-0.737297028,0.461795825,0.611934183,-5.901530669,0.252499733
ENSG00000008323.15,PLEKHG6,-0.043124604,3.715007974,-0.046971343,0.962572327,0.976618446,-6.053507191,0.693076301,0.272811717,1.319673763,0.331286827,0.741661779,0.95778741,-4.72181782,0.464904582,-0.150602322,2.021565018,-0.309903787,0.756953054,0.844802211,-5.820957769,0.256855826
ENSG00000008324.12,SS18L2,0.38149394,3.646358983,1.1404946,0.255135602,0.453174622,-5.454652898,0.56143288,-0.018152119,3.476243512,-0.066196859,0.947456366,0.990924057,-4.940959471,0.388205478,0.360535923,3.812244656,2.26030885,0.024866825,0.084270399,-3.760178819,0.253114654
ENSG00000008382.16,MPND,-0.113307453,3.768684962,-0.299497401,0.764801163,0.854265391,-6.010816717,0.660566857,0.04421554,4.303633447,0.164891415,0.869621976,0.979414182,-4.973547595,0.404967272,0.260583697,4.764473356,1.05445709,0.292931147,0.448233951,-5.684108961,0.260338037
ENSG00000008394.13,MGST1,0.178549471,2.422485273,0.12429328,0.90117964,0.939197392,-5.86409654,0.385253891,-2.406742955,5.6965101,-2.456189485,0.01716211,0.911241318,-3.44240992,0.445080302,-0.523933369,7.659432548,-1.561646424,0.119933939,0.241863165,-5.022116267,0.263420108
ENSG00000008405.12,CRY1,-0.456865661,3.529090587,-1.007515167,0.314629196,0.506899949,-5.513878156,0.399941014,-0.280696353,3.556623431,-0.641358648,0.523900577,0.924860547,-4.837754662,0.382341541,-0.911813219,2.936962748,-2.828711094,0.005143893,0.030687456,-2.285412207,0.286593462
ENSG00000008441.18,NFIX,-0.763497046,5.121563401,-1.292572872,0.197312712,0.39657984,-5.331903422,0.456325577,-0.667151662,4.071955595,-1.17413603,0.245299207,0.911241318,-4.603892622,0.394473345,-1.099553944,4.62315686,-3.006791925,0.002974739,0.022388617,-1.932394631,0.265867169
ENSG00000008513.16,ST3GAL1,-1.274829106,4.035260482,-1.682837453,0.093613629,0.279910444,-4.634507286,0.409488307,-0.799430635,4.271847211,-1.925152108,0.059284097,0.911241318,-4.021950972,0.518139776,-0.419906452,5.214055911,-1.01580306,0.310936244,0.466842658,-5.723963792,0.259510875
ENSG00000008517.18,IL32,0.200051309,6.234156126,0.275612697,0.783065694,0.866298967,-6.170880018,0.714119707,0.97810683,7.489816774,1.140706867,0.258836689,0.911241318,-4.649695456,0.412807598,0.028439757,8.050617438,0.063600968,0.949350746,0.969107223,-6.161510389,0.350112692
ENSG00000008838.20,MED24,0.006195544,5.279668548,0.022757275,0.981861441,0.98868171,-6.175880995,0.672322604,0.025953915,5.263648558,0.102239632,0.918930922,0.986116436,-5.001984201,0.467017512,-0.400751599,4.605869111,-1.583143039,0.114950584,0.235718248,-5.005958168,0.25602329
ENSG00000008869.12,HEATR5B,-1.364699584,3.516238561,-2.5568416,0.011134564,0.118951401,-2.887276677,0.385871672,-0.736768674,3.414742618,-1.830332752,0.072512465,0.911241318,-4.145784279,0.456411192,-0.953694099,2.51088179,-3.070581049,0.00242977,0.019956024,-1.605686465,0.268853668
ENSG00000008952.17,SEC62,-0.841103653,5.619854488,-2.166108233,0.031216972,0.171632926,-3.925420483,0.467580907,-0.578845794,5.736902201,-1.494342099,0.140688237,0.911241318,-4.386988375,0.382274406,-0.588749711,5.417426727,-3.257617683,0.001317576,0.015012378,-1.230826834,0.461719006
ENSG00000008988.11,RPS20,1.20365081,8.467271005,3.276715381,0.00119396,0.060792372,-1.136461871,0.412720464,0.242819769,8.298319512,0.803941025,0.424823495,0.911241318,-4.83778903,0.391014593,0.465044238,8.19637209,1.569871347,0.118007467,0.239657801,-4.96919311,0.329094491
ENSG00000009307.16,CSDE1,-0.387745286,8.154386987,-1.125413351,0.261457479,0.459398467,-5.60761367,0.493826231,-0.170979921,7.577058447,-0.454789025,0.651015492,0.941103339,-4.965995641,1.101093606,-0.827083363,7.234029899,-3.583158337,0.000425311,0.00866586,-0.207370735,0.298741073
ENSG00000009335.18,UBE3C,-0.578136291,5.344471927,-1.400180178,0.162658158,0.361133544,-5.217785922,0.384770765,-0.001988214,4.622212411,-0.005332384,0.995764304,0.999336632,-4.99048612,0.429335619,-0.916172713,4.216616188,-3.181455739,0.001696132,0.016683776,-1.427616913,0.315703564
ENSG00000009844.16,VTA1,-0.198309458,4.75330214,-0.632207095,0.527810184,0.687247719,-5.944334028,0.535447298,-0.093978187,3.95899469,-0.259670881,0.796067938,0.969234516,-4.948607472,0.420434747,-0.793327739,3.402463485,-3.281453949,0.001216297,0.014527607,-1.093369427,0.257845263
ENSG00000009950.16,MLXIPL,1.10577662,-0.032280393,1.818552533,0.070136613,0.242961423,-4.223645623,0.519979976,0.014552595,3.22757771,0.017735238,0.985912975,0.997969011,-4.920823745,0.38342668,0.154367643,7.188776862,0.36572219,0.714954432,0.815923507,-6.130025697,0.267538147
ENSG00000009954.11,BAZ1B,-1.206805219,5.745333314,-2.618512502,0.009352592,0.113337482,-2.902177643,0.462953852,-0.154521284,5.154146265,-0.339736181,0.735323471,0.954861941,-4.969525398,0.399182095,-0.501037455,4.656829142,-1.892883068,0.059800809,0.149773372,-4.494030719,0.291825394
ENSG00000010017.13,RANBP9,-1.198490302,5.154556637,-2.650306279,0.008537777,0.110897276,-2.796738159,0.422487773,-0.218877195,4.183970598,-0.597104905,0.552838932,0.925213636,-4.878227455,0.446961423,-1.197602296,4.172676147,-3.746560817,0.000233788,0.006602727,0.352398277,0.329140819
ENSG00000010030.14,ETV7,-0.663597014,4.096323069,-0.8192844,0.41337869,0.592314151,-5.708994119,0.44013118,-0.231899826,2.269882359,-0.324922802,0.74644771,0.959024771,-4.786362399,0.390321425,-0.181662265,1.818047114,-0.377584679,0.706134902,0.808829654,-5.725781415,0.253766799
ENSG00000010165.20,EEF1AKNMT,-0.577862276,5.128596171,-2.065258233,0.039895309,0.189987845,-4.112700499,0.592076684,-0.264924775,4.583670124,-0.656066576,0.514462321,0.923793298,-4.868887852,0.376573822,-0.489653066,4.696669682,-1.899871652,0.05887203,0.148267303,-4.482902144,0.263901615
ENSG00000010244.19,ZNF207,-0.898601512,4.798373263,-3.378110458,0.000842366,0.054158169,-0.773276318,0.509598252,-0.443901791,4.287321238,-1.273134895,0.208218938,0.911241318,-4.545053779,0.588277889,-0.576852516,3.582293366,-2.71041378,0.007296982,0.037957883,-2.684232436,0.254269409
ENSG00000010256.11,UQCRC1,0.370923775,7.730378921,1.224567577,0.221852703,0.420603163,-5.495359842,0.411349408,0.712451373,7.876565876,2.149191195,0.035946333,0.911241318,-3.742683579,0.407760802,0.292900266,7.888539443,1.682654055,0.093984466,0.205136587,-4.813161833,0.444081199
ENSG00000010270.14,STARD3NL,-1.096878644,3.86792076,-1.9002273,0.058515658,0.223502758,-4.282134464,0.594729818,-0.023424771,5.085170954,-0.061599353,0.951100757,0.991981753,-5.000665005,0.731777741,-0.086207768,2.975513155,-0.320382581,0.749008936,0.839837088,-6.060001355,0.386219971
ENSG00000010278.15,CD9,-0.185545777,8.325115565,-0.300000458,0.764417849,0.854186272,-6.17171246,0.679840004,0.216107592,6.025776859,0.298090696,0.76673482,0.962133186,-4.98952961,0.461737845,-0.920878256,4.30948929,-2.277506526,0.023801306,0.08164918,-3.71571602,0.352548416
ENSG00000010292.13,NCAPD2,-0.976689685,6.220315331,-1.657235091,0.098684778,0.28600345,-4.86806261,0.534770493,-0.347516285,4.422303597,-0.802385832,0.425714811,0.911241318,-4.805493058,0.565517307,-0.758377655,3.381184663,-1.856442418,0.064844259,0.158068482,-4.466748789,0.26317347
ENSG00000010295.20,IFFO1,-1.681857819,2.367291935,-2.660269458,0.008295908,0.110482352,-2.589443863,0.413458937,0.052107847,3.606894418,0.09897692,0.921509304,0.986116436,-4.947013179,0.396982207,-0.297555207,3.378099777,-1.375818555,0.170398765,0.309272929,-5.237702624,0.272636575
ENSG00000010319.7,SEMA3G,-1.085594608,1.780731664,-1.585855075,0.113994388,0.304326515,-4.584983034,0.432808748,-1.431082123,2.349232859,-1.855876125,0.068724933,0.911241318,-4.278612773,0.397169228,-0.787772569,2.332182894,-1.962606057,0.051062639,0.134944365,-4.082123007,0.363315283
ENSG00000010322.16,NISCH,-0.931646771,4.305801602,-2.455525034,0.014726639,0.131694602,-3.216357847,0.381148061,-0.290241152,4.642815088,-0.753696637,0.454182127,0.911241318,-4.832433294,0.42077628,-0.390553096,4.092563446,-1.861896715,0.064067597,0.156996495,-4.530722551,0.256194417
ENSG00000010327.10,STAB1,-1.444339517,3.625128244,-1.882348486,0.060911645,0.227930416,-4.240629479,0.660600368,-1.510083533,3.851882608,-2.233583346,0.029514062,0.911241318,-3.811968268,0.396929591,-0.51422021,3.418466321,-1.480277246,0.140354599,0.269758694,-5.087233849,0.294900351
ENSG00000010361.14,FUZ,-1.089748845,2.622326037,-1.53839672,0.125174488,0.317817447,-4.711996767,0.62994585,0.445340701,4.303685214,1.308070133,0.196182316,0.911241318,-4.523517158,0.411653988,0.056404572,2.017288953,0.155569386,0.876527542,0.925343028,-5.883768489,0.273868248
ENSG00000010610.10,CD4,-1.556267999,4.70102156,-1.673229206,0.095491555,0.28216185,-4.699416538,0.431030064,-1.069690144,5.236272985,-1.640898847,0.106411993,0.911241318,-4.265761905,0.394832275,-0.616697587,4.400348082,-1.489572853,0.137893612,0.266573103,-5.130741897,0.262869936
ENSG00000010704.18,HFE,-1.3577825,2.722492397,-2.349561391,0.019548198,0.146636596,-3.286740017,0.401481007,-0.413400366,3.419622456,-1.025854073,0.309362039,0.911241318,-4.671567083,0.400149295,-0.846275649,3.409857732,-2.586977734,0.010383122,0.047494819,-2.953524393,0.275405988
ENSG00000010803.16,SCMH1,-1.142425943,3.900644334,-2.351615857,0.019442888,0.146636596,-3.396386929,0.386172768,0.201832385,5.098879986,0.506737666,0.614324223,0.933050631,-4.929933448,0.410117066,-0.627678476,3.046566487,-2.086090155,0.038223949,0.111778418,-4.007630948,0.253117841
ENSG00000010810.17,FYN,-2.092511721,3.573313728,-2.752452744,0.006334009,0.099823982,-2.387997461,0.636071643,-1.323133595,3.348811145,-2.179995794,0.033468465,0.911241318,-3.925989056,0.543931538,-0.879823669,2.879246455,-2.798383599,0.005632364,0.032320348,-2.36070201,0.25631634
ENSG00000010932.17,FMO1,-2.177432693,1.965818753,-2.226577317,0.026837345,0.162643757,-3.498772372,0.558589066,-0.749473738,4.672880127,-0.523991091,0.602348185,0.932967715,-4.909090249,0.391932356,-0.610366743,0.67700772,-0.934361754,0.351231002,0.507691281,-5.147288122,0.277035783
ENSG00000011007.12,ELOA,-0.523294815,5.286949032,-1.763593621,0.078981457,0.257944542,-4.670915982,0.455825425,-0.299359378,4.060297901,-0.785890066,0.435237691,0.911241318,-4.804288363,0.780857769,-0.350448789,4.443107025,-1.691389011,0.092302065,0.202571878,-4.83294904,0.261493507
ENSG00000011009.11,LYPLA2,0.039188864,7.13280963,0.144131297,0.885509065,0.929612099,-6.207101217,0.681979274,0.448834385,6.941910916,1.291928589,0.201677091,0.911241318,-4.545098318,0.440861364,0.114462863,6.616719726,0.556872588,0.57822989,0.708464841,-6.061876462,0.269650364
ENSG00000011028.14,MRC2,-1.082128413,5.874239018,-1.554809267,0.121214635,0.31304074,-5.004720606,0.389538983,0.680582726,3.839807218,0.748973364,0.457001203,0.911241318,-4.81380111,0.599202988,-0.886155976,1.967194918,-1.557613054,0.120887675,0.243166863,-4.647227605,0.252850122
ENSG00000011105.14,TSPAN9,-0.702595711,5.392301599,-1.46038172,0.145399205,0.342651509,-5.133697901,0.495959689,-0.416271177,5.400513525,-0.820652356,0.415316724,0.911241318,-4.814868221,0.38198904,-0.320479055,4.830843906,-1.381096156,0.168772748,0.306969331,-5.29894992,0.256722317
ENSG00000011132.12,APBA3,-0.85613498,3.248497611,-2.393127442,0.017419271,0.140211903,-3.272132567,0.65302282,-0.132555463,3.088053375,-0.435899648,0.664581767,0.94373953,-4.863633405,0.386019396,-0.135649685,2.937501244,-0.66201517,0.508714744,0.651341237,-5.890621486,0.258987656
ENSG00000011198.10,ABHD5,-0.713695358,3.643111511,-1.644687227,0.101249518,0.288383758,-4.714674094,0.395017511,0.034757614,3.292852545,0.088821483,0.929540008,0.986984135,-4.928699885,0.918362583,-0.50755125,2.916325623,-2.312638856,0.021747952,0.076873926,-3.540287776,0.254080812
